Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.56.101-192.168.56.1-57993-2179-6,192.168.56.101,57993,192.168.56.1,2179,6,16/05/2026 03:56:17 AM,1214,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2471.169686985173,607.0,449.7199128346442,925.0,289.0,1214.0,1214.0,0.0,1214.0,1214.0,0,0,0,0,0,0,0,0,0,44,24,1647.4464579901153,823.7232289950576,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1024,64000,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.56.101-192.168.56.1-58002-135-6,192.168.56.101,58002,192.168.56.1,135,6,16/05/2026 03:56:18 AM,4392,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,683.0601092896175,2196.0,2469.216879903424,3942.0,450.0,4392.0,4392.0,0.0,4392.0,4392.0,0,0,0,0,0,0,0,0,0,44,24,455.3734061930783,227.68670309653916,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1024,65535,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.56.101-192.168.56.1-60787-445-6,192.168.56.101,60787,192.168.56.1,445,6,16/05/2026 03:57:59 AM,430,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6976.7441860465115,215.0,141.4213562373095,315.0,115.0,430.0,430.0,0.0,430.0,430.0,0,0,0,0,0,0,0,0,0,44,24,4651.162790697675,2325.5813953488373,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1024,65535,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.56.101-192.168.56.1-60792-445-6,192.168.56.101,60792,192.168.56.1,445,6,16/05/2026 03:58:00 AM,2160,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1388.888888888889,1080.0,1151.1698397716993,1894.0,266.0,2160.0,2160.0,0.0,2160.0,2160.0,0,0,0,0,0,0,0,0,0,44,24,925.9259259259259,462.96296296296293,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1024,65535,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.56.101-192.168.56.1-60787-139-6,192.168.56.101,60787,192.168.56.1,139,6,16/05/2026 03:58:00 AM,1439,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2084.781097984712,719.5,652.6595590351834,1181.0,258.0,1439.0,1439.0,0.0,1439.0,1439.0,0,0,0,0,0,0,0,0,0,44,24,1389.8540653231412,694.9270326615706,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1024,8192,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.56.101-192.168.56.1-60787-135-6,192.168.56.101,60787,192.168.56.1,135,6,16/05/2026 03:58:00 AM,1147,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2615.518744551003,573.5,480.1255044256658,913.0,234.0,1147.0,1147.0,0.0,1147.0,1147.0,0,0,0,0,0,0,0,0,0,44,24,1743.6791630340017,871.8395815170009,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1024,65535,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.56.101-192.168.56.1-60787-5357-6,192.168.56.101,60787,192.168.56.1,5357,6,16/05/2026 03:58:01 AM,727,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4126.547455295736,363.5,242.5376259469858,535.0,192.0,727.0,727.0,0.0,727.0,727.0,0,0,0,0,0,0,0,0,0,44,24,2751.031636863824,1375.515818431912,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1024,65535,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.56.101-192.168.56.1-60794-445-6,192.168.56.101,60794,192.168.56.1,445,6,16/05/2026 03:58:03 AM,7241,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414.3074161027482,3620.5,4752.464676354786,6981.0,260.0,7241.0,7241.0,0.0,7241.0,7241.0,0,0,0,0,0,0,0,0,0,44,24,276.20494406849883,138.10247203424942,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1024,65535,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.56.101-192.168.56.1-60787-2179-6,192.168.56.101,60787,192.168.56.1,2179,6,16/05/2026 03:58:03 AM,394,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7614.213197969543,197.0,107.48023074035522,273.0,121.0,394.0,394.0,0.0,394.0,394.0,0,0,0,0,0,0,0,0,0,44,24,5076.1421319796955,2538.0710659898477,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1024,64000,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
8.6.0.1-8.0.6.4-0-0-0,8.6.0.1,0,8.0.6.4,0,0,16/05/2026 03:56:00 AM,105447198,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.05690051621855329,2.10894396E7,3.803488980916175E7,8.7730168E7,20.0,1.05447198E8,2.10894396E7,3.803488980916175E7,8.7730168E7,20.0,0,0,0,0,0,0,0,0,0,0,0,0.05690051621855329,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,578.0,789.131167804187,1136.0,20.0,5.27230085E7,4.9507599745058134E7,8.7730168E7,1.7715849E7,NeedManualLabel
8.6.0.1-8.0.6.4-0-0-0,8.6.0.1,0,8.0.6.4,0,0,16/05/2026 03:58:03 AM,449,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,4454.342984409799,449.0,0.0,449.0,449.0,449.0,449.0,0.0,449.0,449.0,0,0,0,0,0,0,0,0,0,0,0,4454.342984409799,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.56.101-192.168.56.1-61154-445-6,192.168.56.101,61154,192.168.56.1,445,6,16/05/2026 04:03:07 AM,1906,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1573.9769150052466,953.0,1062.0743853421943,1704.0,202.0,1906.0,1906.0,0.0,1906.0,1906.0,0,0,0,0,0,0,0,0,0,44,24,1049.3179433368311,524.6589716684156,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1024,65535,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.56.101-192.168.56.1-61154-135-6,192.168.56.101,61154,192.168.56.1,135,6,16/05/2026 04:03:07 AM,1144,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2622.377622377622,572.0,555.7859300126264,965.0,179.0,1144.0,1144.0,0.0,1144.0,1144.0,0,0,0,0,0,0,0,0,0,44,24,1748.2517482517483,874.1258741258741,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1024,65535,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.56.101-192.168.56.1-61154-139-6,192.168.56.101,61154,192.168.56.1,139,6,16/05/2026 04:03:07 AM,776,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3865.979381443299,388.0,374.7665940288702,653.0,123.0,776.0,776.0,0.0,776.0,776.0,0,0,0,0,0,0,0,0,0,44,24,2577.319587628866,1288.659793814433,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1024,8192,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.56.101-192.168.56.1-61159-445-6,192.168.56.101,61159,192.168.56.1,445,6,16/05/2026 04:03:09 AM,1750,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1714.2857142857142,875.0,841.4570696119915,1470.0,280.0,1750.0,1750.0,0.0,1750.0,1750.0,0,0,0,0,0,0,0,0,0,44,24,1142.857142857143,571.4285714285714,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1024,65535,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.56.101-192.168.56.1-61154-2179-6,192.168.56.101,61154,192.168.56.1,2179,6,16/05/2026 04:03:09 AM,933,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3215.434083601286,466.5,379.716341497176,735.0,198.0,933.0,933.0,0.0,933.0,933.0,0,0,0,0,0,0,0,0,0,44,24,2143.6227224008576,1071.8113612004288,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1024,64000,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.56.101-192.168.56.1-61154-5357-6,192.168.56.101,61154,192.168.56.1,5357,6,16/05/2026 04:03:09 AM,1353,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2217.294900221729,676.5,693.6717523440032,1167.0,186.0,1353.0,1353.0,0.0,1353.0,1353.0,0,0,0,0,0,0,0,0,0,44,24,1478.1966001478197,739.0983000739099,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1024,65535,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.56.101-192.168.56.1-61161-445-6,192.168.56.101,61161,192.168.56.1,445,6,16/05/2026 04:03:10 AM,652,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4601.226993865031,326.0,280.0142853498728,524.0,128.0,652.0,652.0,0.0,652.0,652.0,0,0,0,0,0,0,0,0,0,44,24,3067.4846625766872,1533.7423312883436,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1024,65535,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
0.0.0.0-255.255.255.255-68-67-17,0.0.0.0,68,255.255.255.255,67,17,16/05/2026 03:59:58 AM,45344692,5,0,1500.0,0.0,300.0,300.0,300.0,0.0,0,0,0,0,33.07994682155962,0.11026648940519873,1.1336173E7,7121289.240344101,1.9810879E7,3368750.0,4.5344692E7,1.1336173E7,7121289.240344101,1.9810879E7,3368750.0,0,0,0,0,0,0,0,0,0,40,0,0.11026648940519873,0.0,300.0,300.0,300.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,360.0,300.0,0.0,0,0,0,0,0,0,1,375,0,0,0,0,4,8,3368750.0,0.0,3368750.0,3368750.0,1.3991980666666666E7,5809410.855930947,1.9810879E7,8192104.0,NeedManualLabel
0.0.0.0-255.255.255.255-68-67-17,0.0.0.0,68,255.255.255.255,67,17,16/05/2026 04:03:52 AM,56261447,5,0,1500.0,0.0,300.0,300.0,300.0,0.0,0,0,0,0,26.661241044866834,0.08887080348288945,1.406536175E7,5110485.894635159,1.8706701E7,8097674.0,5.6261447E7,1.406536175E7,5110485.894635159,1.8706701E7,8097674.0,0,0,0,0,0,0,0,0,0,40,0,0.08887080348288945,0.0,300.0,300.0,300.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,360.0,300.0,0.0,0,0,0,0,0,0,1,375,0,0,0,0,4,8,0,0,0,0,1.406536175E7,5110485.894635159,1.8706701E7,8097674.0,NeedManualLabel
0.0.0.0-255.255.255.255-68-67-17,0.0.0.0,68,255.255.255.255,67,17,16/05/2026 04:11:42 AM,50265366,6,0,1800.0,0.0,300.0,300.0,300.0,0.0,0,0,0,0,35.80994516184364,0.11936648387281215,1.00530732E7,3822156.6524268338,1.2978368E7,3341177.0,5.0265366E7,1.00530732E7,3822156.6524268338,1.2978368E7,3341177.0,0,0,0,0,0,0,0,0,0,48,0,0.11936648387281215,0.0,300.0,300.0,300.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,350.0,300.0,0.0,0,0,0,0,0,0,1,360,0,0,0,0,5,8,3341177.0,0.0,3341177.0,3341177.0,1.173104725E7,841345.6787184746,1.2978368E7,1.1168014E7,NeedManualLabel
192.168.1.106-34.160.81.0-64705-443-6,192.168.1.106,64705,34.160.81.0,443,6,16/05/2026 05:10:06 AM,38895468,2,3,1.0,0.0,1.0,0.0,0.5,0.7071067811865476,0.0,0.0,0.0,0.0,0.025709936180739617,0.1285496809036981,9723867.0,1.9224101536472786E7,3.8559074E7,1597.0,3.8561605E7,3.8561605E7,0.0,3.8561605E7,3.8561605E7,3.8892937E7,1.94464685E7,2.7031564409445718E7,3.8560671E7,332266.0,0,0,0,0,40,72,0.051419872361479234,0.07712980854221885,0.0,1.0,0.33333333333333337,0.5163977794943222,0.26666666666666666,2,0,0,0,5,0,0,0,1.0,0.4,0.5,0.0,0,0,0,0,0,0,2,1,3,0,252,1047,0,20,2531.0,0.0,2531.0,2531.0,3.8559074E7,0.0,3.8559074E7,3.8559074E7,NeedManualLabel
8.6.0.1-8.0.6.4-0-0-0,8.6.0.1,0,8.0.6.4,0,0,16/05/2026 05:09:49 AM,57752180,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.03463072735955595,5.775218E7,0.0,5.775218E7,5.775218E7,5.775218E7,5.775218E7,0.0,5.775218E7,5.775218E7,0,0,0,0,0,0,0,0,0,0,0,0.03463072735955595,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5.775218E7,0.0,5.775218E7,5.775218E7,NeedManualLabel
98.66.133.186-192.168.1.106-443-57132-6,98.66.133.186,443,192.168.1.106,57132,6,16/05/2026 05:10:12 AM,60006977,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06665891534579388,2.0002325666666664E7,3.464484600438926E7,6.0006748E7,106.0,6.0006871E7,6.0006871E7,0.0,6.0006871E7,6.0006871E7,6.0006854E7,6.0006854E7,0.0,6.0006854E7,6.0006854E7,0,0,0,0,40,40,0.03332945767289694,0.03332945767289694,0.0,0.0,0.0,0.0,0.0,0,0,0,0,4,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,2,0,65535,255,0,20,123.0,0.0,123.0,123.0,6.0006748E7,0.0,6.0006748E7,6.0006748E7,NeedManualLabel
192.168.1.106-34.149.66.154-57396-443-6,192.168.1.106,57396,34.149.66.154,443,6,16/05/2026 05:10:45 AM,90444548,33,29,24284.0,4044.0,1320.0,0.0,735.8787878787876,618.2300723423965,1412.0,0.0,139.44827586206895,353.1244809054993,313.2084865966714,0.6855029006281286,1482697.508196721,7031154.684199459,4.5000862E7,0.0,9.0240623E7,2820019.46875,9615752.050031042,4.5227558E7,0.0,9.0395429E7,3228408.178571429,1.0199869924924426E7,4.5004179E7,3.0,0,0,0,0,684,604,0.36486444710852,0.3206384535196085,0.0,1412.0,449.6507936507936,587.7579641954386,345459.4244751664,2,2,0,18,61,0,0,0,0.0,456.9032258064516,735.8787878787879,139.44827586206895,0,0,0,14144,16,31355,11,8094,9,1348,65535,965,27,20,394674.6666666666,371549.4653802281,742598.0,3317.0,2.9685221333333332E7,1.5106282884718178E7,4.5000862E7,1.4797384E7,NeedManualLabel
192.168.56.101-192.168.56.1-46665-80-6,192.168.56.101,46665,192.168.56.1,80,6,16/05/2026 05:13:37 AM,1308,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2293.5779816513764,654.0,418.60721446243616,950.0,358.0,1308.0,1308.0,0.0,1308.0,1308.0,0,0,0,0,0,0,0,0,0,44,24,1529.0519877675843,764.5259938837921,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1024,65535,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.56.101-192.168.56.1-46665-139-6,192.168.56.101,46665,192.168.56.1,139,6,16/05/2026 05:13:38 AM,3604,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,832.4084350721421,1802.0,1497.6521625531077,2861.0,743.0,3604.0,3604.0,0.0,3604.0,3604.0,0,0,0,0,0,0,0,0,0,44,24,554.9389567147614,277.4694783573807,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1024,8192,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
